,x1,x2,x1_label,x2_label,class_label
257,26902,26903,9,0,-9
258,27304,27305,9,0,-9
259,27325,27326,9,0,-9
260,27342,27343,9,0,-9
261,27511,27512,9,0,-9
262,27566,27567,9,0,-9
263,27734,27735,9,0,-9
264,27748,27749,9,0,-9
265,28422,28423,9,0,-9
266,28564,28565,9,0,-9
267,28592,28593,9,0,-9
268,28689,28690,9,0,-9
269,28713,28714,9,0,-9
270,28754,28755,9,0,-9
271,28808,28809,9,0,-9
272,29234,29235,9,0,-9
273,29261,29262,9,0,-9
274,29419,29420,9,0,-9
275,29445,29446,9,0,-9
276,29663,29664,9,0,-9
277,29731,29732,9,0,-9
278,29808,29809,9,0,-9
279,29847,29848,9,0,-9
280,29861,29862,9,0,-9
281,29868,29869,9,0,-9
282,29993,29994,9,0,-9
283,30096,30097,9,0,-9
284,30221,30222,9,0,-9
285,30319,30320,9,0,-9
286,30437,30438,9,0,-9
287,30623,30624,9,0,-9
288,30698,30699,9,0,-9
289,30750,30751,9,0,-9
290,30922,30923,9,0,-9
291,30942,30943,9,0,-9
292,30947,30948,9,0,-9
293,31094,31095,9,0,-9
294,31115,31116,9,0,-9
295,31170,31171,9,0,-9
296,31262,31263,9,0,-9
297,31309,31310,9,0,-9
298,31320,31321,9,0,-9
299,31566,31567,9,0,-9
300,31624,31625,9,0,-9
301,31676,31677,9,0,-9
302,31854,31855,9,0,-9
303,31876,31877,9,0,-9
304,31942,31943,9,0,-9
305,32745,32746,9,0,-9
306,32777,32778,9,0,-9
307,32857,32858,9,0,-9
308,32898,32899,9,0,-9
309,32904,32905,9,0,-9
310,33041,33042,9,0,-9
311,33141,33142,9,0,-9
312,33147,33148,9,0,-9
313,33156,33157,9,0,-9
314,33236,33237,9,0,-9
315,33252,33253,9,0,-9
316,33256,33257,9,0,-9
317,33291,33292,9,0,-9
318,33329,33330,9,0,-9
319,33366,33367,9,0,-9
320,33380,33381,9,0,-9
321,33402,33403,9,0,-9
322,33738,33739,9,0,-9
323,33822,33823,9,0,-9
324,33944,33945,9,0,-9
325,34013,34014,9,0,-9
326,34044,34045,9,0,-9
327,34063,34064,9,0,-9
328,34072,34073,9,0,-9
329,34176,34177,9,0,-9
330,34196,34197,9,0,-9
331,34301,34302,9,0,-9
332,34420,34421,9,0,-9
333,34439,34440,9,0,-9
334,34729,34730,9,0,-9
335,34797,34798,9,0,-9
336,34838,34839,9,0,-9
337,34886,34887,9,0,-9
338,34903,34904,9,0,-9
339,34942,34943,9,0,-9
340,34957,34958,9,0,-9
341,35059,35060,9,0,-9
342,35174,35175,9,0,-9
343,35191,35192,9,0,-9
344,35464,35465,9,0,-9
345,35480,35481,9,0,-9
346,35524,35525,9,0,-9
347,35666,35667,9,0,-9
348,35741,35742,9,0,-9
349,36083,36084,9,0,-9
350,36162,36163,9,0,-9
351,36370,36371,9,0,-9
352,36392,36393,9,0,-9
353,36666,36667,9,0,-9
354,36779,36780,9,0,-9
355,36782,36783,9,0,-9
356,36808,36809,9,0,-9
357,36847,36848,9,0,-9
358,36993,36994,9,0,-9
359,37026,37027,9,0,-9
360,37046,37047,9,0,-9
361,37268,37269,9,0,-9
362,37376,37377,9,0,-9
363,37424,37425,9,0,-9
364,37466,37467,9,0,-9
365,37553,37554,9,0,-9
366,37641,37642,9,0,-9
367,37737,37738,9,0,-9
368,37757,37758,9,0,-9
369,37779,37780,9,0,-9
370,37976,37977,9,0,-9
371,38137,38138,9,0,-9
372,38154,38155,9,0,-9
373,38230,38231,9,0,-9
374,38493,38494,9,0,-9
375,38690,38691,9,0,-9
376,38748,38749,9,0,-9
377,38992,38993,9,0,-9
378,39174,39175,9,0,-9
379,39333,39334,9,0,-9
380,39569,39570,9,0,-9
381,39614,39615,9,0,-9
382,39713,39714,9,0,-9
383,39754,39755,9,0,-9
384,39787,39788,9,0,-9
385,39816,39817,9,0,-9
386,39822,39823,9,0,-9
387,39889,39890,9,0,-9
388,39974,39975,9,0,-9
389,40073,40074,9,0,-9
390,40102,40103,9,0,-9
391,40250,40251,9,0,-9
392,40283,40284,9,0,-9
393,40302,40303,9,0,-9
394,40328,40329,9,0,-9
395,40440,40441,9,0,-9
396,40455,40456,9,0,-9
397,40485,40486,9,0,-9
398,40585,40586,9,0,-9
399,40647,40648,9,0,-9
400,40800,40801,9,0,-9
401,40876,40877,9,0,-9
402,41040,41041,9,0,-9
403,41116,41117,9,0,-9
404,41155,41156,9,0,-9
405,41227,41228,9,0,-9
406,41251,41252,9,0,-9
407,41295,41296,9,0,-9
408,41349,41350,9,0,-9
409,41375,41376,9,0,-9
410,41605,41606,9,0,-9
411,41613,41614,9,0,-9
412,41645,41646,9,0,-9
413,41855,41856,9,0,-9
414,41895,41896,9,0,-9
415,42052,42053,9,0,-9
416,42090,42091,9,0,-9
417,42152,42153,9,0,-9
418,42293,42294,9,0,-9
419,42482,42483,9,0,-9
420,42551,42552,9,0,-9
421,42743,42744,9,0,-9
422,42796,42797,9,0,-9
423,42870,42871,9,0,-9
424,42924,42925,9,0,-9
425,43058,43059,9,0,-9
426,43185,43186,9,0,-9
427,43282,43283,9,0,-9
428,43365,43366,9,0,-9
429,43421,43422,9,0,-9
430,43526,43527,9,0,-9
431,43661,43662,9,0,-9
432,43777,43778,9,0,-9
433,43810,43811,9,0,-9
434,43959,43960,9,0,-9
435,43999,44000,9,0,-9
436,44022,44023,9,0,-9
437,44028,44029,9,0,-9
438,44044,44045,9,0,-9
439,44075,44076,9,0,-9
440,44129,44130,9,0,-9
441,44450,44451,9,0,-9
442,44550,44551,9,0,-9
443,44559,44560,9,0,-9
444,44618,44619,9,0,-9
445,44776,44777,9,0,-9
446,44825,44826,9,0,-9
447,44882,44883,9,0,-9
448,44892,44893,9,0,-9
449,45034,45035,9,0,-9
450,45065,45066,9,0,-9
451,45144,45145,9,0,-9
452,45370,45371,9,0,-9
453,45421,45422,9,0,-9
454,45694,45695,9,0,-9
455,45700,45701,9,0,-9
456,46435,46436,9,0,-9
457,46578,46579,9,0,-9
458,46602,46603,9,0,-9
459,46660,46661,9,0,-9
460,46762,46763,9,0,-9
461,46784,46785,9,0,-9
462,46870,46871,9,0,-9
463,46946,46947,9,0,-9
464,46961,46962,9,0,-9
465,47134,47135,9,0,-9
466,47165,47166,9,0,-9
467,47185,47186,9,0,-9
468,47196,47197,9,0,-9
469,47323,47324,9,0,-9
470,47345,47346,9,0,-9
471,47703,47704,9,0,-9
472,47755,47756,9,0,-9
473,48186,48187,9,0,-9
474,48413,48414,9,0,-9
475,48577,48578,9,0,-9
476,48603,48604,9,0,-9
477,48718,48719,9,0,-9
478,48789,48790,9,0,-9
479,48894,48895,9,0,-9
480,49010,49011,9,0,-9
481,49096,49097,9,0,-9
482,49213,49214,9,0,-9
483,49219,49220,9,0,-9
484,49223,49224,9,0,-9
485,49262,49263,9,0,-9
486,49335,49336,9,0,-9
487,49386,49387,9,0,-9
488,49388,49389,9,0,-9
489,49442,49443,9,0,-9
490,49462,49463,9,0,-9
491,49574,49575,9,0,-9
492,49656,49657,9,0,-9
493,49871,49872,9,0,-9
494,49973,49974,9,0,-9
495,49988,49989,9,0,-9
496,50041,50042,9,0,-9
497,50204,50205,9,0,-9
498,50239,50240,9,0,-9
499,50309,50310,9,0,-9
500,50384,50385,9,0,-9
501,50462,50463,9,0,-9
502,50522,50523,9,0,-9
503,50558,50559,9,0,-9
504,50807,50808,9,0,-9
505,50851,50852,9,0,-9
506,50908,50909,9,0,-9
507,50967,50968,9,0,-9
508,50973,50974,9,0,-9
509,51185,51186,9,0,-9
510,51209,51210,9,0,-9
511,51289,51290,9,0,-9
512,51545,51546,9,0,-9
513,51584,51585,9,0,-9
514,51597,51598,9,0,-9
515,51757,51758,9,0,-9
516,51796,51797,9,0,-9
517,51827,51828,9,0,-9
518,52094,52095,9,0,-9
519,52184,52185,9,0,-9
520,52203,52204,9,0,-9
521,52304,52305,9,0,-9
522,52311,52312,9,0,-9
523,52427,52428,9,0,-9
524,52553,52554,9,0,-9
525,52595,52596,9,0,-9
526,52638,52639,9,0,-9
527,52672,52673,9,0,-9
528,52846,52847,9,0,-9
529,52929,52930,9,0,-9
530,52977,52978,9,0,-9
531,53211,53212,9,0,-9
532,53349,53350,9,0,-9
533,53379,53380,9,0,-9
534,53386,53387,9,0,-9
535,53532,53533,9,0,-9
536,53561,53562,9,0,-9
537,53683,53684,9,0,-9
538,53784,53785,9,0,-9
539,53915,53916,9,0,-9
540,53935,53936,9,0,-9
541,54312,54313,9,0,-9
542,54548,54549,9,0,-9
543,54599,54600,9,0,-9
544,54702,54703,9,0,-9
545,54763,54764,9,0,-9
546,54843,54844,9,0,-9
547,54984,54985,9,0,-9
548,55064,55065,9,0,-9
549,55114,55115,9,0,-9
550,55296,55297,9,0,-9
551,55347,55348,9,0,-9
552,55401,55402,9,0,-9
553,55889,55890,9,0,-9
554,55921,55922,9,0,-9
555,55992,55993,9,0,-9
556,56102,56103,9,0,-9
557,56157,56158,9,0,-9
558,56216,56217,9,0,-9
559,56238,56239,9,0,-9
560,56317,56318,9,0,-9
561,56414,56415,9,0,-9
562,56443,56444,9,0,-9
563,56458,56459,9,0,-9
564,56607,56608,9,0,-9
565,56634,56635,9,0,-9
566,56703,56704,9,0,-9
567,56708,56709,9,0,-9
568,56774,56775,9,0,-9
569,56800,56801,9,0,-9
570,56948,56949,9,0,-9
571,57033,57034,9,0,-9
572,57052,57053,9,0,-9
573,57072,57073,9,0,-9
574,57175,57176,9,0,-9
575,57295,57296,9,0,-9
576,57406,57407,9,0,-9
577,57681,57682,9,0,-9
578,57699,57700,9,0,-9
579,57729,57730,9,0,-9
580,57759,57760,9,0,-9
581,57794,57795,9,0,-9
582,58013,58014,9,0,-9
583,58034,58035,9,0,-9
584,58159,58160,9,0,-9
585,58169,58170,9,0,-9
586,58179,58180,9,0,-9
587,58222,58223,9,0,-9
588,58264,58265,9,0,-9
589,58274,58275,9,0,-9
590,58284,58285,9,0,-9
591,58385,58386,9,0,-9
592,58395,58396,9,0,-9
593,58401,58402,9,0,-9
594,58407,58408,9,0,-9
595,58499,58500,9,0,-9
596,58509,58510,9,0,-9
597,58608,58609,9,0,-9
598,58616,58617,9,0,-9
599,58717,58718,9,0,-9
600,58742,58743,9,0,-9
601,58818,58819,9,0,-9
602,58828,58829,9,0,-9
603,59050,59051,9,0,-9
604,59058,59059,9,0,-9
605,59147,59148,9,0,-9
606,59164,59165,9,0,-9
607,59174,59175,9,0,-9
608,59243,59244,9,0,-9
609,59287,59288,9,0,-9
610,59295,59296,9,0,-9
611,59341,59342,9,0,-9
612,59362,59363,9,0,-9
613,59371,59372,9,0,-9
614,59449,59450,9,0,-9
615,59486,59487,9,0,-9
616,59496,59497,9,0,-9
617,59594,59595,9,0,-9
618,59604,59605,9,0,-9
619,59650,59651,9,0,-9
620,59695,59696,9,0,-9
621,59761,59762,9,0,-9
622,59794,59795,9,0,-9
623,59804,59805,9,0,-9
624,59858,59859,9,0,-9
625,59910,59911,9,0,-9
626,59917,59918,9,0,-9
627,59939,59940,9,0,-9
628,22,23,9,1,-8
629,133,134,9,1,-8
630,176,177,9,1,-8
631,183,184,9,1,-8
632,247,248,9,1,-8
633,344,345,9,1,-8
634,350,351,9,1,-8
635,764,765,9,1,-8
636,782,783,9,1,-8
637,940,941,9,1,-8
638,1083,1084,9,1,-8
639,1122,1123,9,1,-8
640,1147,1148,9,1,-8
641,1173,1174,9,1,-8
642,1286,1287,9,1,-8
643,1292,1293,9,1,-8
644,1364,1365,9,1,-8
645,1462,1463,9,1,-8
646,1695,1696,9,1,-8
647,1733,1734,9,1,-8
648,1878,1879,9,1,-8
649,2562,2563,9,1,-8
650,2793,2794,9,1,-8
651,2956,2957,9,1,-8
652,2997,2998,9,1,-8
653,3044,3045,9,1,-8
654,3069,3070,9,1,-8
655,3121,3122,9,1,-8
656,3374,3375,9,1,-8
657,3508,3509,9,1,-8
658,3544,3545,9,1,-8
659,3566,3567,9,1,-8
660,3770,3771,9,1,-8
661,3796,3797,9,1,-8
662,3925,3926,9,1,-8
663,3970,3971,9,1,-8
664,4065,4066,9,1,-8
665,4127,4128,9,1,-8
666,4161,4162,9,1,-8
667,4350,4351,9,1,-8
668,4466,4467,9,1,-8
669,4483,4484,9,1,-8
670,4503,4504,9,1,-8
671,4523,4524,9,1,-8
672,4568,4569,9,1,-8
673,4771,4772,9,1,-8
674,4902,4903,9,1,-8
675,4912,4913,9,1,-8
676,4932,4933,9,1,-8
677,4949,4950,9,1,-8
678,4975,4976,9,1,-8
679,5106,5107,9,1,-8
680,5224,5225,9,1,-8
681,5233,5234,9,1,-8
682,5261,5262,9,1,-8
683,5350,5351,9,1,-8
684,5478,5479,9,1,-8
685,6019,6020,9,1,-8
686,6042,6043,9,1,-8
687,6051,6052,9,1,-8
688,6061,6062,9,1,-8
689,6074,6075,9,1,-8
690,6121,6122,9,1,-8
691,6164,6165,9,1,-8
692,6191,6192,9,1,-8
693,6205,6206,9,1,-8
694,6225,6226,9,1,-8
695,6310,6311,9,1,-8
696,6379,6380,9,1,-8
697,6383,6384,9,1,-8
698,6520,6521,9,1,-8
699,6564,6565,9,1,-8
700,6717,6718,9,1,-8
701,6821,6822,9,1,-8
702,6850,6851,9,1,-8
703,6950,6951,9,1,-8
704,7006,7007,9,1,-8
705,7056,7057,9,1,-8
706,7118,7119,9,1,-8
707,7148,7149,9,1,-8
708,7233,7234,9,1,-8
709,7239,7240,9,1,-8
710,7252,7253,9,1,-8
711,7274,7275,9,1,-8
712,7468,7469,9,1,-8
713,7541,7542,9,1,-8
714,7602,7603,9,1,-8
715,7667,7668,9,1,-8
716,7805,7806,9,1,-8
717,7940,7941,9,1,-8
718,8111,8112,9,1,-8
719,8155,8156,9,1,-8
720,8165,8166,9,1,-8
721,8318,8319,9,1,-8
722,8329,8330,9,1,-8
723,8393,8394,9,1,-8
724,8601,8602,9,1,-8
725,8902,8903,9,1,-8
726,9129,9130,9,1,-8
727,9132,9133,9,1,-8
728,9311,9312,9,1,-8
729,9614,9615,9,1,-8
730,9642,9643,9,1,-8
731,9673,9674,9,1,-8
732,9754,9755,9,1,-8
733,9941,9942,9,1,-8
734,10047,10048,9,1,-8
735,10109,10110,9,1,-8
736,10219,10220,9,1,-8
737,10247,10248,9,1,-8
738,10284,10285,9,1,-8
739,10292,10293,9,1,-8
740,10341,10342,9,1,-8
741,10361,10362,9,1,-8
742,10507,10508,9,1,-8
743,10614,10615,9,1,-8
744,10623,10624,9,1,-8
745,10658,10659,9,1,-8
746,10685,10686,9,1,-8
747,10867,10868,9,1,-8
748,10906,10907,9,1,-8
749,10970,10971,9,1,-8
750,11068,11069,9,1,-8
751,11078,11079,9,1,-8
752,11151,11152,9,1,-8
753,11177,11178,9,1,-8
754,11199,11200,9,1,-8
755,11536,11537,9,1,-8
756,11557,11558,9,1,-8
757,11603,11604,9,1,-8
758,11633,11634,9,1,-8
759,11900,11901,9,1,-8
760,11938,11939,9,1,-8
761,12029,12030,9,1,-8
762,12059,12060,9,1,-8
763,12127,12128,9,1,-8
764,12131,12132,9,1,-8
765,12240,12241,9,1,-8
766,12406,12407,9,1,-8
767,12440,12441,9,1,-8
768,12531,12532,9,1,-8
769,12646,12647,9,1,-8
770,12721,12722,9,1,-8
771,12792,12793,9,1,-8
772,12846,12847,9,1,-8
773,12884,12885,9,1,-8
774,13002,13003,9,1,-8
775,13111,13112,9,1,-8
776,13153,13154,9,1,-8
777,13265,13266,9,1,-8
778,13557,13558,9,1,-8
779,13573,13574,9,1,-8
780,13616,13617,9,1,-8
781,13720,13721,9,1,-8
782,13891,13892,9,1,-8
783,13949,13950,9,1,-8
784,14015,14016,9,1,-8
785,14037,14038,9,1,-8
786,14358,14359,9,1,-8
787,14365,14366,9,1,-8
788,14407,14408,9,1,-8
789,14497,14498,9,1,-8
790,14502,14503,9,1,-8
791,14681,14682,9,1,-8
792,14928,14929,9,1,-8
793,14985,14986,9,1,-8
794,15072,15073,9,1,-8
795,15151,15152,9,1,-8
796,15239,15240,9,1,-8
797,15360,15361,9,1,-8
798,15395,15396,9,1,-8
799,15560,15561,9,1,-8
800,15607,15608,9,1,-8
801,15709,15710,9,1,-8
802,15837,15838,9,1,-8
803,16020,16021,9,1,-8
804,16106,16107,9,1,-8
805,16147,16148,9,1,-8
806,16152,16153,9,1,-8
807,16253,16254,9,1,-8
808,16261,16262,9,1,-8
809,16561,16562,9,1,-8
810,16635,16636,9,1,-8
811,16673,16674,9,1,-8
812,16734,16735,9,1,-8
813,16778,16779,9,1,-8
814,16804,16805,9,1,-8
815,16854,16855,9,1,-8
816,16884,16885,9,1,-8
817,17190,17191,9,1,-8
818,17377,17378,9,1,-8
819,17437,17438,9,1,-8
820,17537,17538,9,1,-8
821,17758,17759,9,1,-8
822,17899,17900,9,1,-8
823,17959,17960,9,1,-8
824,17983,17984,9,1,-8
825,18015,18016,9,1,-8
826,18175,18176,9,1,-8
827,18187,18188,9,1,-8
828,18228,18229,9,1,-8
829,18441,18442,9,1,-8
830,18694,18695,9,1,-8
831,18885,18886,9,1,-8
832,18917,18918,9,1,-8
833,19098,19099,9,1,-8
834,19144,19145,9,1,-8
835,19322,19323,9,1,-8
836,19387,19388,9,1,-8
837,19393,19394,9,1,-8
838,19515,19516,9,1,-8
839,19597,19598,9,1,-8
840,19629,19630,9,1,-8
841,19690,19691,9,1,-8
842,19730,19731,9,1,-8
843,19748,19749,9,1,-8
844,19781,19782,9,1,-8
845,20026,20027,9,1,-8
846,20130,20131,9,1,-8
847,20193,20194,9,1,-8
848,20360,20361,9,1,-8
849,20505,20506,9,1,-8
850,20562,20563,9,1,-8
851,20677,20678,9,1,-8
852,20698,20699,9,1,-8
853,20864,20865,9,1,-8
854,21067,21068,9,1,-8
855,21087,21088,9,1,-8
856,21108,21109,9,1,-8
857,21165,21166,9,1,-8
858,21167,21168,9,1,-8
859,21172,21173,9,1,-8
860,21300,21301,9,1,-8
861,21356,21357,9,1,-8
862,21361,21362,9,1,-8
863,21378,21379,9,1,-8
864,21423,21424,9,1,-8
865,21445,21446,9,1,-8
866,21551,21552,9,1,-8
867,21686,21687,9,1,-8
868,21957,21958,9,1,-8
869,22086,22087,9,1,-8
870,22246,22247,9,1,-8
871,22501,22502,9,1,-8
872,22655,22656,9,1,-8
873,22895,22896,9,1,-8
874,22898,22899,9,1,-8
875,22915,22916,9,1,-8
876,22925,22926,9,1,-8
877,22927,22928,9,1,-8
878,23159,23160,9,1,-8
879,23166,23167,9,1,-8
880,23212,23213,9,1,-8
881,23542,23543,9,1,-8
882,23575,23576,9,1,-8
883,23611,23612,9,1,-8
884,23748,23749,9,1,-8
885,23853,23854,9,1,-8
886,24082,24083,9,1,-8
887,24246,24247,9,1,-8
888,24305,24306,9,1,-8
889,24482,24483,9,1,-8
890,24508,24509,9,1,-8
891,24566,24567,9,1,-8
892,24736,24737,9,1,-8
893,24914,24915,9,1,-8
894,25044,25045,9,1,-8
895,25063,25064,9,1,-8
896,25263,25264,9,1,-8
897,25267,25268,9,1,-8
898,25323,25324,9,1,-8
899,25446,25447,9,1,-8
900,25472,25473,9,1,-8
901,25821,25822,9,1,-8
902,25824,25825,9,1,-8
903,25852,25853,9,1,-8
904,25909,25910,9,1,-8
905,25933,25934,9,1,-8
906,25969,25970,9,1,-8
907,26173,26174,9,1,-8
908,26278,26279,9,1,-8
909,26316,26317,9,1,-8
910,26349,26350,9,1,-8
911,26400,26401,9,1,-8
912,26405,26406,9,1,-8
913,26428,26429,9,1,-8
914,26486,26487,9,1,-8
915,26513,26514,9,1,-8
916,26536,26537,9,1,-8
917,26558,26559,9,1,-8
918,26586,26587,9,1,-8
919,26609,26610,9,1,-8
920,26834,26835,9,1,-8
921,26950,26951,9,1,-8
922,27110,27111,9,1,-8
923,27344,27345,9,1,-8
924,27387,27388,9,1,-8
925,27460,27461,9,1,-8
926,27581,27582,9,1,-8
927,27661,27662,9,1,-8
928,27692,27693,9,1,-8
929,27771,27772,9,1,-8
930,27815,27816,9,1,-8
931,27884,27885,9,1,-8
932,27932,27933,9,1,-8
