,x1,x2,x1_label,x2_label,class_label
923,923,924,8,5,-3
924,924,925,5,8,3
925,925,926,8,4,-4
926,926,927,4,0,-4
927,927,928,0,7,7
928,928,929,7,9,2
929,929,930,9,9,0
930,930,931,9,2,-7
931,931,932,2,9,7
932,932,933,9,7,-2
933,933,934,7,7,0
934,934,935,7,8,1
935,935,936,8,7,-1
936,936,937,7,4,-3
937,937,938,4,2,-2
938,938,939,2,6,4
939,939,940,6,9,3
940,940,941,9,1,-8
941,941,942,1,7,6
942,942,943,7,0,-7
943,943,944,0,6,6
944,944,945,6,4,-2
945,945,946,4,2,-2
946,946,947,2,5,3
947,947,948,5,7,2
948,948,949,7,0,-7
949,949,950,0,7,7
950,950,951,7,1,-6
951,951,952,1,0,-1
952,952,953,0,3,3
953,953,954,3,7,4
954,954,955,7,6,-1
955,955,956,6,5,-1
956,956,957,5,0,-5
957,957,958,0,6,6
958,958,959,6,1,-5
959,959,960,1,5,4
960,960,961,5,1,-4
961,961,962,1,7,6
962,962,963,7,8,1
963,963,964,8,5,-3
964,964,965,5,0,-5
965,965,966,0,3,3
966,966,967,3,4,1
967,967,968,4,7,3
968,968,969,7,7,0
969,969,970,7,5,-2
970,970,971,5,7,2
971,971,972,7,8,1
972,972,973,8,6,-2
973,973,974,6,9,3
974,974,975,9,3,-6
975,975,976,3,8,5
976,976,977,8,6,-2
977,977,978,6,1,-5
978,978,979,1,0,-1
979,979,980,0,9,9
980,980,981,9,7,-2
981,981,982,7,1,-6
982,982,983,1,3,2
983,983,984,3,0,-3
984,984,985,0,5,5
985,985,986,5,6,1
986,986,987,6,4,-2
987,987,988,4,4,0
988,988,989,4,2,-2
989,989,990,2,4,2
990,990,991,4,4,0
991,991,992,4,3,-1
992,992,993,3,1,-2
993,993,994,1,7,6
994,994,995,7,7,0
995,995,996,7,6,-1
996,996,997,6,0,-6
997,997,998,0,3,3
998,998,999,3,6,3
999,999,1000,6,0,-6
1000,1000,1001,0,7,7
1001,1001,1002,7,1,-6
1002,1002,1003,1,1,0
1003,1003,1004,1,4,3
1004,1004,1005,4,9,5
1005,1005,1006,9,4,-5
1006,1006,1007,4,3,-1
1007,1007,1008,3,4,1
1008,1008,1009,4,8,4
1009,1009,1010,8,2,-6
1010,1010,1011,2,2,0
1011,1011,1012,2,1,-1
1012,1012,1013,1,8,7
1013,1013,1014,8,7,-1
1014,1014,1015,7,0,-7
1015,1015,1016,0,8,8
1016,1016,1017,8,1,-7
1017,1017,1018,1,0,-1
1018,1018,1019,0,7,7
1019,1019,1020,7,6,-1
1020,1020,1021,6,3,-3
1021,1021,1022,3,7,4
1022,1022,1023,7,7,0
1023,1023,1024,7,5,-2
1024,1024,1025,5,8,3
1025,1025,1026,8,8,0
1026,1026,1027,8,9,1
1027,1027,1028,9,0,-9
1028,1028,1029,0,0,0
1029,1029,1030,0,4,4
1030,1030,1031,4,1,-3
1031,1031,1032,1,5,4
1032,1032,1033,5,2,-3
1033,1033,1034,2,2,0
1034,1034,1035,2,3,1
1035,1035,1036,3,9,6
1036,1036,1037,9,4,-5
1037,1037,1038,4,9,5
1038,1038,1039,9,5,-4
1039,1039,1040,5,0,-5
1040,1040,1041,0,6,6
1041,1041,1042,6,7,1
1042,1042,1043,7,7,0
1043,1043,1044,7,1,-6
1044,1044,1045,1,8,7
1045,1045,1046,8,0,-8
1046,1046,1047,0,2,2
1047,1047,1048,2,2,0
1048,1048,1049,2,0,-2
1049,1049,1050,0,4,4
1050,1050,1051,4,1,-3
1051,1051,1052,1,1,0
1052,1052,1053,1,2,1
1053,1053,1054,2,7,5
1054,1054,1055,7,3,-4
1055,1055,1056,3,9,6
1056,1056,1057,9,7,-2
1057,1057,1058,7,2,-5
1058,1058,1059,2,8,6
1059,1059,1060,8,1,-7
1060,1060,1061,1,9,8
1061,1061,1062,9,5,-4
1062,1062,1063,5,8,3
1063,1063,1064,8,8,0
1064,1064,1065,8,1,-7
1065,1065,1066,1,9,8
1066,1066,1067,9,8,-1
1067,1067,1068,8,3,-5
1068,1068,1069,3,1,-2
1069,1069,1070,1,6,5
1070,1070,1071,6,5,-1
1071,1071,1072,5,7,2
1072,1072,1073,7,4,-3
1073,1073,1074,4,2,-2
1074,1074,1075,2,7,5
1075,1075,1076,7,0,-7
1076,1076,1077,0,3,3
1077,1077,1078,3,0,-3
1078,1078,1079,0,4,4
1079,1079,1080,4,1,-3
1080,1080,1081,1,1,0
1081,1081,1082,1,7,6
1082,1082,1083,7,9,2
1083,1083,1084,9,1,-8
1084,1084,1085,1,1,0
1085,1085,1086,1,8,7
1086,1086,1087,8,5,-3
1087,1087,1088,5,7,2
1088,1088,1089,7,5,-2
1089,1089,1090,5,0,-5
1090,1090,1091,0,6,6
1091,1091,1092,6,6,0
1092,1092,1093,6,0,-6
1093,1093,1094,0,4,4
1094,1094,1095,4,1,-3
1095,1095,1096,1,2,1
1096,1096,1097,2,3,1
